simulation_id,wind_speed,fuel_load_category,control_fuel_load,treatment_fuel_load,control_fuel_height,treatment_fuel_height,control_fuel_moisture_content,treatment_fuel_moisture_content,control_sav,treatment_sav,circle_radius,fuel_model,resolution
0,0.5,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
1,0.5918,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
2,0.6837,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
3,0.7755,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
4,0.8673,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
5,0.9592,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
6,1.051,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
7,1.1429,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
8,1.2347,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
9,1.3265,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
10,1.4184,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
11,1.5102,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
12,1.602,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
13,1.6939,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
14,1.7857,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
15,1.8776,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
16,1.9694,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
17,2.0612,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
18,2.1531,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
19,2.2449,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
20,2.3367,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
21,2.4286,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
22,2.5204,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
23,2.6122,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
24,2.7041,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
25,2.7959,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
26,2.8878,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
27,2.9796,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
28,3.0714,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
29,3.1633,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
30,3.2551,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
31,3.3469,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
32,3.4388,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
33,3.5306,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
34,3.6224,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
35,3.7143,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
36,3.8061,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
37,3.898,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
38,3.9898,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
39,4.0816,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
40,4.1735,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
41,4.2653,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
42,4.3571,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
43,4.449,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
44,4.5408,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
45,4.6327,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
46,4.7245,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
47,4.8163,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
48,4.9082,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
49,5.0,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
50,0.5,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
51,0.5918,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
52,0.6837,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
53,0.7755,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
54,0.8673,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
55,0.9592,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
56,1.051,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
57,1.1429,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
58,1.2347,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
59,1.3265,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
60,1.4184,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
61,1.5102,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
62,1.602,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
63,1.6939,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
64,1.7857,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
65,1.8776,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
66,1.9694,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
67,2.0612,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
68,2.1531,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
69,2.2449,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
70,2.3367,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
71,2.4286,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
72,2.5204,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
73,2.6122,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
74,2.7041,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
75,2.7959,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
76,2.8878,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
77,2.9796,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
78,3.0714,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
79,3.1633,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
80,3.2551,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
81,3.3469,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
82,3.4388,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
83,3.5306,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
84,3.6224,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
85,3.7143,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
86,3.8061,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
87,3.898,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
88,3.9898,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
89,4.0816,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
90,4.1735,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
91,4.2653,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
92,4.3571,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
93,4.449,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
94,4.5408,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
95,4.6327,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
96,4.7245,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
97,4.8163,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
98,4.9082,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
99,5.0,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
100,0.5,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
101,0.5918,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
102,0.6837,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
103,0.7755,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
104,0.8673,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
105,0.9592,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
106,1.051,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
107,1.1429,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
108,1.2347,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
109,1.3265,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
110,1.4184,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
111,1.5102,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
112,1.602,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
113,1.6939,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
114,1.7857,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
115,1.8776,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
116,1.9694,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
117,2.0612,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
118,2.1531,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
119,2.2449,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
120,2.3367,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
121,2.4286,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
122,2.5204,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
123,2.6122,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
124,2.7041,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
125,2.7959,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
126,2.8878,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
127,2.9796,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
128,3.0714,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
129,3.1633,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
130,3.2551,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
131,3.3469,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
132,3.4388,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
133,3.5306,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
134,3.6224,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
135,3.7143,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
136,3.8061,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
137,3.898,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
138,3.9898,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
139,4.0816,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
140,4.1735,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
141,4.2653,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
142,4.3571,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
143,4.449,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
144,4.5408,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
145,4.6327,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
146,4.7245,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
147,4.8163,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
148,4.9082,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
