,simulation_id,wind_speed,fuel_load_category,control_fuel_load,treatment_fuel_load,control_fuel_height,treatment_fuel_height,control_fuel_moisture_content,treatment_fuel_moisture_content,control_sav,treatment_sav,circle_radius,fuel_model,resolution,CONTROL_ROS,NORMALIZED_ROS
149,149,5.0,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse,0.0,0.0
150,150,0.5,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
151,151,0.5918,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
152,152,0.6837,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
153,153,0.7755,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
154,154,0.8673,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
155,155,0.9592,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
156,156,1.051,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
157,157,1.1429,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
158,158,1.2347,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
159,159,1.3265,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
160,160,1.4184,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
161,161,1.5102,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
162,162,1.602,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
163,163,1.6939,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
164,164,1.7857,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
165,165,1.8776,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
166,166,1.9694,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
167,167,2.0612,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
168,168,2.1531,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
169,169,2.2449,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
170,170,2.3367,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
171,171,2.4286,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
172,172,2.5204,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
173,173,2.6122,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
174,174,2.7041,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
175,175,2.7959,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
176,176,2.8878,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
177,177,2.9796,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
178,178,3.0714,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
179,179,3.1633,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
180,180,3.2551,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
181,181,3.3469,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
182,182,3.4388,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
183,183,3.5306,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
184,184,3.6224,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
185,185,3.7143,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
186,186,3.8061,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
187,187,3.898,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
188,188,3.9898,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
189,189,4.0816,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
190,190,4.1735,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
191,191,4.2653,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
192,192,4.3571,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
193,193,4.449,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
194,194,4.5408,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
195,195,4.6327,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
196,196,4.7245,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
197,197,4.8163,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
198,198,4.9082,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
199,199,5.0,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
200,200,0.5,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
201,201,0.5918,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
202,202,0.6837,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
203,203,0.7755,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
204,204,0.8673,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
205,205,0.9592,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
206,206,1.051,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
207,207,1.1429,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
208,208,1.2347,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
209,209,1.3265,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
210,210,1.4184,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
211,211,1.5102,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
212,212,1.602,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
213,213,1.6939,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
214,214,1.7857,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
215,215,1.8776,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
216,216,1.9694,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
217,217,2.0612,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
218,218,2.1531,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
219,219,2.2449,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
220,220,2.3367,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
221,221,2.4286,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
222,222,2.5204,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
223,223,2.6122,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
224,224,2.7041,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
225,225,2.7959,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
226,226,2.8878,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
227,227,2.9796,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
228,228,3.0714,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
229,229,3.1633,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
230,230,3.2551,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
231,231,3.3469,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
232,232,3.4388,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
233,233,3.5306,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
234,234,3.6224,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
235,235,3.7143,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
236,236,3.8061,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
237,237,3.898,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
238,238,3.9898,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
239,239,4.0816,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
240,240,4.1735,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
241,241,4.2653,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
242,242,4.3571,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
243,243,4.449,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
244,244,4.5408,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
245,245,4.6327,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
246,246,4.7245,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
247,247,4.8163,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
248,248,4.9082,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
249,249,5.0,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
250,250,0.5,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
251,251,0.5918,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
252,252,0.6837,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
253,253,0.7755,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
254,254,0.8673,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
255,255,0.9592,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
256,256,1.051,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
257,257,1.1429,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
258,258,1.2347,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
259,259,1.3265,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
260,260,1.4184,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
261,261,1.5102,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
262,262,1.602,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
263,263,1.6939,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
264,264,1.7857,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
265,265,1.8776,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
266,266,1.9694,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
267,267,2.0612,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
268,268,2.1531,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
269,269,2.2449,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
270,270,2.3367,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
271,271,2.4286,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
272,272,2.5204,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
273,273,2.6122,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
274,274,2.7041,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
275,275,2.7959,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
276,276,2.8878,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
277,277,2.9796,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
278,278,3.0714,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
279,279,3.1633,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
280,280,3.2551,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
281,281,3.3469,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
282,282,3.4388,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
283,283,3.5306,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
284,284,3.6224,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
285,285,3.7143,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
286,286,3.8061,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
287,287,3.898,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
288,288,3.9898,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
289,289,4.0816,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
290,290,4.1735,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
291,291,4.2653,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
292,292,4.3571,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
293,293,4.449,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
294,294,4.5408,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
295,295,4.6327,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
296,296,4.7245,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
297,297,4.8163,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
298,298,4.9082,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
299,299,5.0,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,coarse,0.0,0.0
